--- INICIO DE BITÁCORA BLOODCONNECT | 2026-05-15 01:56:10.644258 ---
[2026-05-15 18:13:54] | LOG-260515181354 | SEV: INFO | USR: 0 | ENTIDAD: DONANTE | ACCION: Pre-triaje aprobado: Sebastian Mendoza
[2026-05-16 02:53:20] | LOG-260516025320 | SEV: INFO | USR: 1001 | ENTIDAD: HEMOCOMPONENTE | ACCION: Unidad 260515210215 fraccionada en 3 subcomponentes.
[2026-05-16 03:02:10] | LOG-260516030210 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 03:03:56] | LOG-260516030356 | SEV: INFO | USR: 1001 | ENTIDAD: DONANTE | ACCION: Turno de extracción asignado. Folio: 260516030356 | Horario: 2026-05-16 08:00
[2026-05-16 03:06:28] | LOG-260516030628 | SEV: INFO | USR: 1001 | ENTIDAD: DONANTE | ACCION: Pre-triaje aprobado: Gisela Nolasco
[2026-05-16 03:06:38] | LOG-260516030638 | SEV: INFO | USR: 1001 | ENTIDAD: HEMOCOMPONENTE | ACCION: Extracción completada. Unidad 260516030638 amparada bajo etiqueta: EXT-202605-260516030638-260516030311
[2026-05-16 03:07:01] | LOG-260516030701 | SEV: INFO | USR: 1001 | ENTIDAD: DONANTE | ACCION: Estabilidad confirmada (Ext: 260516030638).
[2026-05-16 03:07:01] | LOG-260516030701 | SEV: INFO | USR: 1001 | ENTIDAD: DONANTE | ACCION: Estado de cita 260516030356 actualizado a: Completada
[2026-05-16 03:17:33] | LOG-260516031733 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 03:18:14] | LOG-260516031814 | SEV: INFO | USR: 1001 | ENTIDAD: HEMOCOMPONENTE | ACCION: Unidad 260515194931 LIBERADA.
[2026-05-16 03:18:20] | LOG-260516031820 | SEV: INFO | USR: 1001 | ENTIDAD: HEMOCOMPONENTE | ACCION: Unidad 260515194931 fraccionada en 3 subcomponentes.
[2026-05-16 03:30:38] | LOG-260516033038 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 03:32:20] | LOG-260516033220 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 03:44:09] | LOG-260516034409 | SEV: ADVERTENCIA | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Intento no autorizado de transfusión por Administrador
[2026-05-16 03:44:16] | LOG-260516034416 | SEV: ADVERTENCIA | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Intento no autorizado de transfusión por Administrador
[2026-05-16 03:51:58] | LOG-260516035158 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 03:56:43] | LOG-260516035643 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 03:57:38] | LOG-260516035738 | SEV: CRITICO | USR: 1001 | ENTIDAD: PACIENTE | ACCION: PROTOCOLO DE EMERGENCIA ACTIVADO: Transfusión COMPLETADA (Folio Sol: 35738). Unidades: 101
[2026-05-16 04:13:32] | LOG-260516041332 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 04:23:55] | LOG-260516042355 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 04:35:22] | LOG-260516043522 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 04:36:46] | LOG-260516043646 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 04:42:55] | LOG-260516044255 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 04:45:07] | LOG-260516044507 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 04:48:18] | LOG-260516044818 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 13:59:22] | LOG-260516135922 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 14:02:29] | LOG-260516140229 | SEV: INFO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: Respaldo manual completado exitosamente (7 repositorios copiados).
[2026-05-16 14:05:13] | LOG-260516140513 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 14:11:39] | LOG-260516141139 | SEV: INFO | USR: 1001 | ENTIDAD: HEMOCOMPONENTE | ACCION: Auditoría relacional vena a vena solicitada exitosamente para el folio 260515210215.
[2026-05-16 14:11:51] | LOG-260516141151 | SEV: INFO | USR: 1001 | ENTIDAD: HEMOCOMPONENTE | ACCION: Auditoría relacional vena a vena solicitada exitosamente para el folio 2605152102151.
[2026-05-16 14:11:56] | LOG-260516141156 | SEV: INFO | USR: 1001 | ENTIDAD: HEMOCOMPONENTE | ACCION: Auditoría relacional vena a vena solicitada exitosamente para el folio 260515210215.
[2026-05-16 14:12:20] | LOG-260516141220 | SEV: INFO | USR: 1001 | ENTIDAD: HEMOCOMPONENTE | ACCION: Auditoría relacional vena a vena solicitada exitosamente para el folio 2605152102151.
[2026-05-16 14:12:29] | LOG-260516141229 | SEV: INFO | USR: 1001 | ENTIDAD: HEMOCOMPONENTE | ACCION: Etiqueta física ISBT exportada en archivo mock para la unidad 2605152102151.
[2026-05-16 14:15:40] | LOG-260516141540 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 14:16:04] | LOG-260516141604 | SEV: INFO | USR: 1001 | ENTIDAD: HEMOCOMPONENTE | ACCION: Auditoría relacional vena a vena solicitada exitosamente para el folio 260515210215.
[2026-05-16 14:16:37] | LOG-260516141637 | SEV: INFO | USR: 1001 | ENTIDAD: HEMOCOMPONENTE | ACCION: Auditoría relacional vena a vena solicitada exitosamente para el folio 2605152102151.
[2026-05-16 14:16:54] | LOG-260516141654 | SEV: INFO | USR: 1001 | ENTIDAD: HEMOCOMPONENTE | ACCION: Etiqueta física ISBT exportada en archivo mock para la unidad 2605152102151.
[2026-05-16 15:35:23] | LOG-260516153523 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 15:40:45] | LOG-260516154045 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 15:41:51] | LOG-260516154151 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Cierre de sesión
[2026-05-16 15:42:00] | LOG-260516154200 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 15:42:38] | LOG-260516154238 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ALERTA: Solicitud 154238 es Código Rojo. Prioridad Máxima.
[2026-05-16 15:42:40] | LOG-260516154240 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ROLLBACK: Fallo en transfusión 154240. Motivo: Invalid value '2605151949311' for dtype 'float64'
[2026-05-16 15:42:46] | LOG-260516154246 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ROLLBACK: Fallo en transfusión 154246. Motivo: Invalid value '2605151949311' for dtype 'float64'
[2026-05-16 15:42:59] | LOG-260516154259 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ROLLBACK: Fallo en transfusión 154259. Motivo: Invalid value '2605151949311' for dtype 'float64'
[2026-05-16 15:43:05] | LOG-260516154305 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ROLLBACK: Fallo en transfusión 154305. Motivo: Invalid value '2605151949311' for dtype 'float64'
[2026-05-16 15:43:11] | LOG-260516154311 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ROLLBACK: Fallo en transfusión 154311. Motivo: Invalid value '2605151949311' for dtype 'float64'
[2026-05-16 15:43:30] | LOG-260516154330 | SEV: INFO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: Respaldo manual completado exitosamente (7 repositorios copiados).
[2026-05-16 15:48:05] | LOG-260516154805 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 15:49:18] | LOG-260516154918 | SEV: INFO | USR: 1001 | ENTIDAD: DONANTE | ACCION: Turno de extracción asignado. Folio: 260516154918 | Horario: 2026-05-16 08:00
[2026-05-16 15:49:30] | LOG-260516154930 | SEV: INFO | USR: 1001 | ENTIDAD: DONANTE | ACCION: Pre-triaje aprobado: Zury Nolasco
[2026-05-16 15:49:34] | LOG-260516154934 | SEV: INFO | USR: 1001 | ENTIDAD: HEMOCOMPONENTE | ACCION: Extracción completada. Unidad 260516154934 amparada bajo etiqueta: EXT-202605-260516154934-260516154847
[2026-05-16 15:49:43] | LOG-260516154943 | SEV: INFO | USR: 1001 | ENTIDAD: DONANTE | ACCION: Estabilidad confirmada (Ext: 260516154934).
[2026-05-16 15:49:43] | LOG-260516154943 | SEV: INFO | USR: 1001 | ENTIDAD: DONANTE | ACCION: Estado de cita 260516154918 actualizado a: Completada
[2026-05-16 15:50:28] | LOG-260516155028 | SEV: INFO | USR: 1001 | ENTIDAD: HEMOCOMPONENTE | ACCION: Unidad 260516154934 LIBERADA.
[2026-05-16 15:50:41] | LOG-260516155041 | SEV: INFO | USR: 1001 | ENTIDAD: HEMOCOMPONENTE | ACCION: Unidad 260516154934 fraccionada en 3 subcomponentes.
[2026-05-16 15:52:10] | LOG-260516155210 | SEV: INFO | USR: 1001 | ENTIDAD: PACIENTE | ACCION: Info: Solicitud 155210 es Código Verde. Operación programada.
[2026-05-16 15:52:10] | LOG-260516155210 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ROLLBACK: Fallo en transfusión 155210. Motivo: Invalid value '2605151949311' for dtype 'float64'
[2026-05-16 15:52:21] | LOG-260516155221 | SEV: INFO | USR: 1001 | ENTIDAD: PACIENTE | ACCION: Info: Solicitud 155221 es Código Verde. Operación programada.
[2026-05-16 15:52:21] | LOG-260516155221 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ROLLBACK: Fallo en transfusión 155221. Motivo: Invalid value '2605151949311' for dtype 'float64'
[2026-05-16 15:55:01] | LOG-260516155501 | SEV: INFO | USR: 1001 | ENTIDAD: PACIENTE | ACCION: Info: Solicitud 155501 es Código Verde. Operación programada.
[2026-05-16 16:01:49] | LOG-260516160149 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 16:02:06] | LOG-260516160206 | SEV: INFO | USR: 1001 | ENTIDAD: PACIENTE | ACCION: Info: Solicitud 160206 es Código Verde. Operación programada.
[2026-05-16 16:02:13] | LOG-260516160213 | SEV: INFO | USR: 1001 | ENTIDAD: PACIENTE | ACCION: ALERTA: Solicitud 160213 es Código Rojo. Prioridad Máxima.
[2026-05-16 16:02:37] | LOG-260516160237 | SEV: INFO | USR: 1001 | ENTIDAD: PACIENTE | ACCION: ALERTA: Solicitud 160237 es Código Rojo. Prioridad Máxima.
[2026-05-16 16:02:37] | LOG-260516160237 | SEV: CRITICO | USR: 1001 | ENTIDAD: PACIENTE | ACCION: Transfusión COMPLETADA (Folio Sol: 160237). Unidades: 2605151949311
[2026-05-16 16:02:55] | LOG-260516160255 | SEV: INFO | USR: 1001 | ENTIDAD: PACIENTE | ACCION: ALERTA: Solicitud 160255 es Código Rojo. Prioridad Máxima.
[2026-05-16 16:02:55] | LOG-260516160255 | SEV: CRITICO | USR: 1001 | ENTIDAD: PACIENTE | ACCION: Transfusión COMPLETADA (Folio Sol: 160255). Unidades: 2605161549341
[2026-05-16 16:04:51] | LOG-260516160451 | SEV: INFO | USR: 1001 | ENTIDAD: PACIENTE | ACCION: Info: Solicitud 160451 es Código Verde. Operación programada.
[2026-05-16 16:06:11] | LOG-260516160611 | SEV: INFO | USR: 1001 | ENTIDAD: PACIENTE | ACCION: Info: Solicitud 160611 es Código Verde. Operación programada.
[2026-05-16 16:06:11] | LOG-260516160611 | SEV: CRITICO | USR: 1001 | ENTIDAD: PACIENTE | ACCION: Transfusión COMPLETADA (Folio Sol: 160611). Unidades: 2605151949312
[2026-05-16 16:14:55] | LOG-260516161455 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 16:17:10] | LOG-260516161710 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 16:18:18] | LOG-260516161818 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 16:18:25] | LOG-260516161825 | SEV: INFO | USR: 1001 | ENTIDAD: PACIENTE | ACCION: Alta hospitalaria otorgada al paciente Elena Marín (Exp: 112233). Razón: Alta Médica.
[2026-05-16 16:59:16] | LOG-260516165916 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 17:04:08] | LOG-260516170408 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 19:23:15] | LOG-260516192315 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 19:26:24] | LOG-260516192624 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Cierre de sesión
[2026-05-16 19:41:05] | LOG-260516194105 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 19:57:11] | LOG-260516195711 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 20:04:31] | LOG-260516200431 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 20:05:09] | LOG-260516200509 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 20:05:46] | LOG-260516200546 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 20:16:39] | LOG-260516201639 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 20:17:03] | LOG-260516201703 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Cierre de sesión
[2026-05-16 20:18:29] | LOG-260516201829 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 20:27:38] | LOG-260516202738 | SEV: INFO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: Logística (Salida): Envío 201829 actualizado a En Tránsito
[2026-05-16 20:48:34] | LOG-260516204834 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 21:27:17] | LOG-260516212717 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 21:31:12] | LOG-260516213112 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 21:47:37] | LOG-260516214737 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 21:55:08] | LOG-260516215508 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 21:56:14] | LOG-260516215614 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 21:59:04] | LOG-260516215904 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 22:03:47] | LOG-260516220347 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 22:05:28] | LOG-260516220528 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-16 22:08:29] | LOG-260516220829 | SEV: INFO | USR: 1001 | ENTIDAD: DONANTE | ACCION: Turno de extracción asignado. Folio: 260516220829 | Horario: 2026-05-16 08:00
[2026-05-16 22:09:37] | LOG-260516220937 | SEV: INFO | USR: 1001 | ENTIDAD: DONANTE | ACCION: Pre-triaje aprobado: Mariluz Blanca
[2026-05-16 22:09:50] | LOG-260516220950 | SEV: INFO | USR: 1001 | ENTIDAD: HEMOCOMPONENTE | ACCION: Extracción completada. Unidad 260516220950 amparada bajo etiqueta: EXT-202605-260516220950-260516220824
[2026-05-16 22:09:58] | LOG-260516220958 | SEV: INFO | USR: 1001 | ENTIDAD: DONANTE | ACCION: Estabilidad confirmada (Ext: 260516220950).
[2026-05-16 22:09:58] | LOG-260516220958 | SEV: INFO | USR: 1001 | ENTIDAD: DONANTE | ACCION: Estado de cita 260516220829 actualizado a: Completada
[2026-05-16 22:10:17] | LOG-260516221017 | SEV: INFO | USR: 1001 | ENTIDAD: HEMOCOMPONENTE | ACCION: Unidad 260516220950 LIBERADA.
[2026-05-16 22:10:52] | LOG-260516221052 | SEV: INFO | USR: 1001 | ENTIDAD: HEMOCOMPONENTE | ACCION: Unidad 260516220950 fraccionada en 3 subcomponentes.
[2026-05-16 22:11:25] | LOG-260516221125 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ALERTA: Solicitud 221125 es Código Rojo. Prioridad Máxima.
[2026-05-16 22:11:25] | LOG-260516221125 | SEV: CRITICO | USR: 1001 | ENTIDAD: PACIENTE | ACCION: PROTOCOLO DE EMERGENCIA: Transfusión COMPLETADA (Folio Sol: 221125). Unidades: 2605162209501
[2026-05-16 22:11:37] | LOG-260516221137 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ALERTA: Solicitud 221137 es Código Rojo. Prioridad Máxima.
[2026-05-16 22:12:34] | LOG-260516221234 | SEV: INFO | USR: 1001 | ENTIDAD: PACIENTE | ACCION: ALERTA: Solicitud 221234 es Código Rojo. Prioridad Máxima.
[2026-05-16 22:12:40] | LOG-260516221240 | SEV: INFO | USR: 1001 | ENTIDAD: PACIENTE | ACCION: Alta hospitalaria otorgada al paciente Carlos Ruiz (Exp: 998877). Razón: Alta Médica.
[2026-05-17 13:56:25] | LOG-260517135625 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ALERTA: Solicitud 135625 es Código Rojo. Prioridad Máxima.
[2026-05-17 13:59:15] | LOG-260517135915 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ALERTA: Solicitud 135915 es Código Rojo. Prioridad Máxima.
[2026-05-17 13:59:31] | LOG-260517135931 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ALERTA: Solicitud 135931 es Código Rojo. Prioridad Máxima.
[2026-05-17 14:00:10] | LOG-260517140010 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ALERTA: Solicitud 140010 es Código Rojo. Prioridad Máxima.
[2026-05-17 14:00:31] | LOG-260517140031 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ALERTA: Solicitud 140031 es Código Rojo. Prioridad Máxima.
[2026-05-17 14:00:49] | LOG-260517140049 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ALERTA: Solicitud 140049 es Código Rojo. Prioridad Máxima.
[2026-05-17 14:01:22] | LOG-260517140122 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ALERTA: Solicitud 140122 es Código Rojo. Prioridad Máxima.
[2026-05-17 14:01:46] | LOG-260517140146 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ALERTA: Solicitud 140146 es Código Rojo. Prioridad Máxima.
[2026-05-17 14:04:03] | LOG-260517140403 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ALERTA: Solicitud 140403 es Código Rojo. Prioridad Máxima.
[2026-05-17 14:05:30] | LOG-260517140530 | SEV: INFO | USR: 1001 | ENTIDAD: PACIENTE | ACCION: Aviso: Solicitud 140530 es Código Amarillo. Prioridad Media.
[2026-05-17 14:07:44] | LOG-260517140744 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ALERTA: Solicitud 140744 es Código Rojo. Prioridad Máxima.
[2026-05-17 14:08:17] | LOG-260517140817 | SEV: INFO | USR: 1001 | ENTIDAD: TRABAJADOR | ACCION: Inicio de sesión exitoso (Administrador)
[2026-05-17 14:08:31] | LOG-260517140831 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ALERTA: Solicitud 140831 es Código Rojo. Prioridad Máxima.
[2026-05-17 14:08:31] | LOG-260517140831 | SEV: CRITICO | USR: 1001 | ENTIDAD: PACIENTE | ACCION: PROTOCOLO DE EMERGENCIA: Transfusión COMPLETADA (Folio Sol: 140831). Unidades: 260517000001
[2026-05-17 14:11:04] | LOG-260517141104 | SEV: CRITICO | USR: 1001 | ENTIDAD: SISTEMA | ACCION: ALERTA: Solicitud 141104 es Código Rojo. Prioridad Máxima.
